"id","user_id","year","title","bibsys_objektid","report_type","pub_type","series","volume","publisher","publication_place","issn","isbn","journal","booktitle","number","chapter","edition","school","note","abstract","url","doi","crossref","pages","public","keywords","public_note","private_note"
1355,14,"2012","Hvorfor Nytt Norsk Tidsskrift?","","","Inbook","","","Fagbokforlaget","Bergen","","","","Spadestikk 1967-2012","","","","","","","","","","255-262",1,"[""norsk åndsliv"",""tidsskrift"",""tidsskrifthistorie""]",NULL,NULL
1356,14,"2012","De nasjonale strateger lansert","","","Inbook","","","Fagbokforlaget","Bergen","","","","Spadestikk 1967-2012","","","","","","","","","","397-402",1,"[""norsk åndsliv""]",NULL,NULL
1357,14,"2012","Nytt Norsk Tidsskrift gjennom 25 år","","","Inbook","","","Fagbokforlaget","Bergen","","","","Spadestikk 1967-2012","","","","","","","","","","704-718",1,"[""tidsskrift"",""tidsskrifthistorie""]",NULL,NULL
1358,14,"2008","The Essay Writer","093666144","","Inbook","","","Fagbokforlaget","Bergen","","","","Holberg","","","","","","","","","","83-96",1,"[""forfatterskap""]",NULL,NULL
1359,14,"2008","Ludvig Holberg as Social Scientist","","","Inbook","","","Fagbokforlaget","Bergen","","","","Holberg","","","","","","","","","08288367x","97-112",1,"[""forfatterskap"",""samfunnsvitenskap""]",NULL,NULL
1360,14,"2008","Holberg – The Historian","","","Inbook","","","Fagbokforlaget","Bergen","","","","Holberg","","","","","","","","","08288367x","113-130",1,"[""forfatterskap"",""historie"",""litteraturhistorie""]",NULL,NULL
1361,14,"2008","Holberg","08288367x","","Book","","","Fagbokforlaget","Bergen","","","","","","","","","","","","","","220",1,"[""forfatterskap"",""litteraturhistorie""]","Vi har tre kaptler fra denne boka inne.",NULL
1362,14,"2013","Hvad er en dreng og en mand?","131550969","","Inbook","","","Landslaget for norskundervisningen (LNU)/Fagbokforlaget","Bergen","","","","Gutter og lesing","","","","","","","","","","69-86",1,"[""kjønn"",""lese- og skriveforskning"",""lesing""]",NULL,NULL
1363,14,"2013","Pay me, bitch: om gutters lesing i videregående skole","131558692","","Inbook","","","Landslaget for norskundervisningen (LNU)/Fagbokforlaget","Bergen","","","","Gutter og lesing","","","","","","","","","","175-200",1,"[""kjønn"",""lese- og skriveforskning"",""lesing""]",NULL,NULL
1364,14,"2013","TLDR (Too long; didn't read)","","","Inbook","","","Landslaget for norskundervisningen (LNU)/Fagbokforlaget","Bergen","","","","Gutter og lesing","","","","","","","","","130906913","201-214",1,"[""digitale tekster"",""kjønn"",""lese- og skriveforskning"",""lesing""]",NULL,NULL
1365,14,"2013","Bøker for gutter","","","Inbook","","","Landslaget for norskundervisningen (LNU)/Fagbokforlaget","Bergen","","","","Gutter og lesing","","","","","","","","","130906913","247-272",1,"[""kjønn"",""lese- og skriveforskning"",""lesing""]",NULL,NULL
1366,14,"2013","Gutter og lesing","130906913","","Book","","","Landslaget for norskundervisningen (LNU)/Fagbokforlaget","Bergen","","","","","","","","","","","","","","275",1,"[""digitale tekster"",""kjønn"",""lese- og skriveforskning"",""lesing""]",NULL,NULL
1367,14,"2013","Retorikken i kampen om kvinnestemmeretten","13210587x","","Book","","","Vidarforlaget","Oslo","","","","","","","","","","","","","","271",1,"[""demokrati"",""kjønn"",""muntlige tekster"",""norsk åndsliv"",""retorikk"",""taler""]",NULL,NULL
1368,14,"2006","Forord: Holberg og essayet","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","7-8",1,"[""forfatterskap""]",NULL,NULL
1369,14,"2006","Hvem vil lese dette essayet?","","","Inbook","","","Alveheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","9-14",1,"[""forfatterskap""]",NULL,NULL
1370,14,"2006","""Intet synes mig at være meer modbydeligt og unaturlig"" Om Holbergs operakritikk","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","15-46",1,"[""forfatterskap""]",NULL,NULL
1371,14,"2006","Montaigne – Holberg – Fasting: Eit informalt essayistisk stafettløp","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","47-80",1,"[""forfatterskap""]",NULL,NULL
1372,14,"2006","Holbergs essayistiske filosofi","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","81-90",1,"[""filosofi"",""forfatterskap""]",NULL,NULL
1373,14,"2006","Humaniseringen av helvete","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","91-108",1,"[""forfatterskap""]",NULL,NULL
1374,14,"2006","Den første norske sosiologen og det skandinaviske opplysningsprosjektet","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","109-134",1,"[""forfatterskap"",""opplysning""]",NULL,NULL
1375,14,"2006","Holberg og eksemplet","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","135-146",1,"[""forfatterskap""]",NULL,NULL
1376,14,"2006","Holbergs emblematiske ikonofobi: Det skremmende bildet","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","147-164",1,"[""forfatterskap""]",NULL,NULL
1377,14,"2006","Om Holberg og kynikerne - et portrett og en epistel","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","165-174",1,"[""forfatterskap""]",NULL,NULL
1378,14,"2006","Kunnskapsidealer i Holbergs essays","","","Inbook","","","Alvheim & Eide Akademisk Forlag","Bergen","","","","Holberg og essayet","","","","","","","","","070084998","175-186",1,"[""forfatterskap""]",NULL,NULL
1379,14,"2012","Megalomani og selvutslettelse","","","Inbook","","","Abstrakt Forlag","Oslo","","","","22. juli: forstå - forklare - forebygge","","","","","","","","","123025583","33-50",1,"[""samfunnsvitenskap""]",NULL,NULL
1380,14,"2012","Frykten for det feminine","","","Inbook","","","Abstrakt Forlag","Oslo","","","","22. juli: forstå - forklare - forebygge","","","","","","","","","123025583","150-177",1,"[""ideologi"",""kjønn"",""samfunnsvitenskap""]",NULL,NULL
1381,14,"2012","Hatets verbale og visuelle retorikk","","","Inbook","","","Abstrakt Forlag","Oslo","","","","22. juli: forstå - forklare - forebygge","","","","","","","","","123025583","199-224",1,"[""ideologi"",""retorikk"",""samfunnsvitenskap""]",NULL,NULL
1382,14,"2012","22. juli: forstå - forklare - forebygge","123025583","","Book","","","Abstrakt Forlag","Oslo","","","","","","","","","","","","","","308",1,"[""ideologi"",""kjønn"",""nasjonalisme"",""psykologi"",""retorikk"",""samfunnsvitenskap""]","Vi har fire kapitler fra denne boka inne.",NULL
1383,14,"2010","Journalistikk, marked og historiefortelling","101534051","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","","197-209",1,"[""historie"",""journalistikk"",""sakprosateori"",""journaler""]",NULL,NULL
1384,14,"2010","Sakprosa i skolen","100389007","","Book","","","Fagbokforlaget","Bergen","","","","","","","","","","","","","","437",1,"[""kanon"",""sakprosaanalyse"",""sakprosahistorie"",""sakprosateori"",""sjanger"",""Sakprosa""]",NULL,NULL
1385,14,"2010","Hvordan velge tekster til en ny sakprosakanon","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","19-26",1,"[""kanon"",""norskfaget"",""Sakprosa""]",NULL,NULL
1386,14,"2010","Sakprosa og sjangerblanding – fra Holberg til Wergeland-søskenene","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","27-44",1,"[""sakprosahistorie"",""sakprosateori"",""sjanger"",""Sakprosa""]",NULL,NULL
1387,14,"2010","Sakprosa, læreplanar og kanon","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","45-54",1,"[""kanon"",""læreplaner"",""sakprosateori"",""Sakprosa""]",NULL,NULL
1388,14,"2010","Sakprosa i lærebøkene – et historisk perspektiv","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","55-64",1,"[""læremidler"",""sakprosahistorie"",""sakprosateori"",""Sakprosa""]",NULL,NULL
1389,14,"2010","Stormagikerens oppfinnelse – om skriftens, skrivekyndighetens og skrivingens konsekvenser","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","65-74",1,"[""sakprosateori"",""skriving""]",NULL,NULL
1390,14,"2010","Sakprosalesing i skolen","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","75-90",1,"[""lesing"",""sakprosateori"",""Sakprosa""]",NULL,NULL
1391,14,"2010","H.K.H. kronprins Haakons tale til Mette-Marit: om muntlig retorikk","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","91-100",1,"[""muntlige tekster"",""retorikk"",""sakprosaanalyse"",""taler""]",NULL,NULL
1392,14,"2010","Ludvig Holbergs essay om likestilling","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","101-112",1,"[""sakprosaanalyse"",""sakprosahistorie"",""sakprosateori""]",NULL,NULL
1393,14,"2010","Gerhard Schøning: Norges riiges historie","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","113-122",1,"[""historie"",""sakprosaanalyse"",""sakprosahistorie"",""sakprosateori""]",NULL,NULL
1394,14,"2010","Karl Evang: Onani","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","123-132",1,"[""sakprosaanalyse"",""sakprosahistorie"",""sakprosateori""]",NULL,NULL
1395,14,"2010","En helvetes debatt – verdikamp på norsk","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","133-144",1,"[""sakprosaanalyse"",""sakprosahistorie"",""sakprosateori""]",NULL,NULL
1396,14,"2010","Demokrati uten aldersgrense","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","145-152",1,"[""demokrati"",""sakprosahistorie"",""sakprosateori""]",NULL,NULL
1397,14,"2010","Bokstavene og språket","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","153-158",1,"[""sakprosahistorie"",""sakprosateori"",""språk"",""språkvitenskap""]",NULL,NULL
1398,14,"2010","Stil og struktur – fra Ludvig Holberg til Olaug Nilssen","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","159-174",1,"[""sakprosahistorie"",""sakprosateori"",""språkvitenskap"",""stilistikk""]",NULL,NULL
1399,14,"2010","Realfaglig litteratur: Uviktig? Utilgjengelig? Uforståelig?","101533985","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","","175-184",1,"[""litteratur"",""sakprosateori"",""sjanger"",""vitenskapsretorikk""]",NULL,NULL
1400,14,"2010","Digitale tekster: blogging, Wikipedia og SMS","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","185-196",1,"[""digitale tekster"",""sakprosateori"",""sjanger"",""blogg""]",NULL,NULL
1401,14,"2010","Sakprosa for retten!","","","Inbook","","","Fagbokforlaget","Bergen","","","","Sakprosa i skolen","","","","","","","","","100389007","211-226",1,"[""juss og rettsvesen"",""sakprosateori"",""sjanger"",""Sakprosa""]",NULL,NULL
1402,14,"2012","Kunnskapens språk: skrivearbeid som forskningsmetode","122721349","","Book","","","Scandinavian Academic Press","Oslo","","","","","","","","","","","","","","225",1,"[""akademisk skriving"",""metode"",""språk""]",NULL,NULL
1403,14,"2012","Om å skrive klart","122799240","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","207-223",1,"[""akademisk skriving"",""forskningsformidling"",""sakprosateori"",""vitenskapsretorikk""]",NULL,NULL
1404,14,"2012","Antropologien mellom ord og bilde","122799070","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","187-205",1,"[""akademisk skriving"",""forskningsformidling"",""sakprosateori"",""vitenskapsretorikk""]",NULL,NULL
1405,14,"2012","Anelse og form","122798902","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","163-183",1,"[""akademisk skriving"",""forskningsformidling"",""sakprosateori"",""vitenskapsretorikk""]",NULL,NULL
1406,14,"2012","Fagskrivingen og det ubevisste","122798619","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","147-160",1,"[""akademisk skriving"",""forskningsformidling"",""sakprosateori"",""skriving"",""vitenskapsretorikk""]",NULL,NULL
1407,14,"2012","Hva er en arkivstudie?","122798287","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","131-144",1,"[""akademisk skriving"",""forskningsformidling"",""sakprosateori"",""vitenskapsretorikk""]",NULL,NULL
1408,14,"2012","Forskningspoetikk","122797280","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","115-128",1,"[""akademisk skriving"",""forskningsformidling"",""sakprosateori"",""vitenskapsretorikk""]",NULL,NULL
1409,14,"2012","Kunsterfaring og fagspråk","122797019","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","89-111",1,"[""akademisk skriving"",""forskningsformidling"",""kunst"",""sakprosateori"",""språk"",""vitenskapsretorikk""]",NULL,NULL
1410,14,"2012","Essayets leserkontrakt","12279690x","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","67-86",1,"[""akademisk skriving"",""forskningsformidling"",""sakprosateori"",""vitenskapsretorikk""]",NULL,NULL
1411,14,"2012","Kommunikasjonssituasjonen","122796705","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","49-64",1,"[""akademisk skriving"",""forskningsformidling"",""sakprosateori"",""vitenskapsretorikk""]",NULL,NULL
1412,14,"2012","Kunnskapstopologi","122796616","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","","31-47",1,"[""akademisk skriving"",""forskningsformidling"",""sakprosateori"",""vitenskapsretorikk""]",NULL,NULL
1413,14,"2012","Skrivemåte og metode","","","Inbook","","","Scandinavian Academic Press","Oslo","","","","Kunnskapens språk. Skrivearbeid som forskningsmetode.","","","","","","","","","122721349","9-30",1,"[""akademisk skriving"",""forskningsformidling"",""metode"",""sakprosateori"",""vitenskapsretorikk""]",NULL,NULL
1414,14,"2012","Kokken og skriveren: den gastronomiske litteraturens historie","121609693","","Book","","","Aschehoug","Oslo","","","","","","","","","","","","","","479",1,"[""historie"",""kokebøker"",""litteratur"",""litteraturhistorie"",""sakprosahistorie"",""teksthistorie""]",NULL,NULL
1415,14,"2012","Skriveren","","","Inbook","","","Aschehoug","Oslo","","","","Kokken og skriveren: den gastronomiske litteraturens historie","","","","","","","","","121609693","40-56",1,"[""kokebøker"",""sakprosahistorie"",""teksthistorie""]",NULL,NULL
1416,14,"2012","Teksten","","","Inbook","","","Aschehoug","Oslo","","","","Kokken og skriveren: den gastronomiske litteraturens historie","","","","","","","","","121609693","57-100",1,"[""kokebøker"",""sakprosahistorie"",""teksthistorie""]",NULL,NULL
1417,14,"2012","Måltidets språk","","","Inbook","","","Aschehoug","Oslo","","","","Kokken og skriveren: den gastronomiske litteraturens historie","","","","","","","","","121609693","274-307",1,"[""kokebøker"",""sakprosahistorie"",""språk"",""teksthistorie""]",NULL,NULL
